P00001606T0076|14 37|alkaline phosphatases and 5
P10811804A0800|94 96|p90
P10811908A0938|87 90|NCLK
P10815410A0000|93 101|cytokines
P10815410A0000|113 116|IL-6
P10815410A0000|120 122|TNF
P10815410A0000|108 111|IL-1
P10815807A1271|44 66|endogenous c-Myb promoter
P10815807A1271|87 114|HTLV-I transformed T-cell lines
P10817754T0000|0 2|H19
P10817754T0000|77 92|regulatory region
P10817754T0000|0 2|H19
P10817754T0000|6 9|Igf2
P10819327T0000|9 14|KLP-11
P10819327T0000|22 26|KAP-1
P10819327T0000|16 20|OSM-3
P10821836A0842|56 80|abundant sense S transcripts
P10823837A1213|35 40|YLL031
P10823837A1213|132 134|GPI
P10823961A0664|3 11|C terminus
P10823961A0664|25 27|CBP
P10823961A0664|36 42|DRIP130
P10823961A0664|64 67|TRAP
P10823961A0664|14 17|TRBP
P10823961A0664|69 78|ARC complex
P10823961A0664|36 39|DRIP
P10823961A0664|29 32|p300
P10823961A0664|14 17|TRBP
P10824485A0393|57 71|CD4+ T lymphocyte
P10824958A1109|31 33|PAB
P10825200T0000|11 32|protein tyrosine kinases
P10825200T0000|49 52|IL-2
P10825200T0000|108 110|Syk
P10825200T0000|49 52|IL-2
P10825200T0000|143 146|STAT
P10825200T0000|114 116|Lck
P10825200T0000|88 91|Jak3
P10825200T0000|35 47|interleukin-2
P10825293T0000|19 38|N-cadherin-Fc chimera
P10825294A0473|11 20|OC promoter
P10825294A0473|63 65|MDR
P10825294A0473|156 167|AML C terminus
P10825294A0473|196 222|C-terminal pentapeptide VWRPY
P10825294A0473|67 84|LTR and BSP promoters
P10825294A0473|35 43|C terminus
P10826861A0000|3 34|monoclonal immunoglobulin products
P10826946A1198|56 63|human Igs
P10826946A1198|84 96|viral gp120 SAg
P10826946A1198|67 71|gp120
P10827952A0158|18 25|TAFII250
P10827952A0158|69 86|bromodomain modules
P10827952A0158|116 134|acetylated histone H4
P10827952A0158|46 50|TFIID
P10828022A0877|0 9|Endostatin
P10828022A0877|89 109|multiprotein complexes
P10828591A0080|45 56|cDNA sequence
P10828591A0080|114 128|markers D11S1765
P10831972A1091|62 65|CD23
P10833461A0603|70 90|full length UGT2B7 probe
P10834707A1533|32 55|platelet activating factor
P10835355A0225|18 38|zinc finger protein Gis1
P10835355A0225|150 153|SSA3
P10835485A0941|29 40|linker domain
P10836786A0516|33 43|RNA subunits
P10836786A0516|116 117|P3
P10836786A0516|131 153|RNase MRP RNA and RNase P RNA
P10836786A0516|114 117|MRP3
P10837126A1004|0 9|Among genes
P10837126A1004|37 42|Xwnt-8
P10837126A1004|91 101|marker genes
P10837126A1004|45 59|signaling factor
P10837126A1004|24 34|pMesogenin1
P10838139A1447|14 35|Ha-ras codon 12 mutations
P10838399A0525|13 18|PET FDG
P10839547A0978|23 26|CTCF
P10841537A0669|32 35|RPB5
P10841537A0669|86 123|surface-exposed alpha-helical structures
P10843716A0406|3 15|tryptase locus
P10843810A0802|75 103|human tyrosine phosphatase 1 gene
P10843810A0802|157 167|adjacent LTR
P10846054A0573|71 78|RNA 2 ORFs
P10846054A0573|105 119|progeny LIYV RNA 1
P10846069T0000|40 47|P protein
P10848605T0000|38 49|kinase domain
P10848605T0000|118 129|Eph receptors
P10848993A0000|35 61|methylmalonyl-CoA mutase gene
P10848993A0000|186 207|threonine protein kinase
P10848993A0000|63 67|mutAB
P10850329A0248|0 3|IL-2
P10850453A0713|54 58|Raf-1
P10850453A0713|99 105|TSU-Pr1
P10850453A0713|165 168|V12H
P10850453A0713|88 96|TGF-beta1
P10850453A0713|88 96|TGF-beta1
P10850453A1292|57 59|Ras
P10850453A1292|127 135|TGF-beta1
P10850453A1292|61 64|MAPK
P10850719A0680|0 12|Vbeta segments
P10850719A0680|129 135|Jbeta12
P10850719A0680|26 31|DJbeta
P10850849A0730|22 25|AUC0
P10850997A1016|59 61|Fur
P10851089A1248|92 118|cell cycle regulatory proteins
P10851267A0000|0 2|E2F
P10851267A0000|8 26|transcription factor
P10852485A0477|28 32|Q gene
P10852485A0477|28 32|Q gene
P10852485A0477|77 78|q5
P10853059X0751|0 7|Karger AG
P10853850A1103|7 10|LTE4
P10854699A0424|5 15|FGF-AS cDNAs
P10854699A0424|91 95|exon 2
P10854699A0424|113 126|FGF-AS sequence
P10854699A0424|98 107|exons 2 and 3
P10854699A0424|43 52|FGF-AS mRNA
P10855690A0870|38 46|MAP kinase
P10855690A0870|77 83|NF-IL-6
P10855690A0870|60 72|hPL-B enhancer
P10855793A1418|52 56|genes
P10855796A1160|67 75|EphA8 gene
P10856298A0798|14 18|cDNAs
P10856298A0798|44 76|FPGS-null Chinese hamster ovary cells
P10856298A0798|176 190|wild-type enzyme
P10856298A0798|27 39|mutant enzymes
P10857215A0000|26 29|MRS I
P10857215A0806|3 7|MRS II
P10857262A0186|22 35|fruA transcript
P10857262A0186|149 159|exons I and II
P10857262A0186|100 131|BTB protein-protein-binding domain
P10857751A0304|34 41|Smarcal1
P10858988A0786|0 2|ECP
P10858988A0786|6 13|tryptase
P10860752A1601|30 42|binding domain
P10860752A1601|145 148|mRNA
P10860752A1601|91 118|bacteriophage T4 DNA polymerase
P10860827A0399|40 69|positive cis-regulatory elements
P10860827A0399|117 130|cardiomyocytes
P10860827A0399|101 104|CSX1
P10860846A0480|46 65|AP2 core binding region
P10860846A0480|46 48|AP2
P10860846A0480|166 180|HGF gene promoter
P10860846A0480|106 124|AP2 expression vector
P10861080A0433|25 36|IkappaBalpha
P10861080A0433|81 89|TNF-alpha
P10861080A0433|25 36|IkappaBalpha
P10861086A0259|60 75|RAW 264.7 cell line
P10861086A0259|98 100|Csk
P10861086A0259|170 176|Fc gamma
P10861086A0259|139 157|gain-of-function Csk
P10861086A0259|78 96|C-terminal Src kinase
P10861086A0904|34 38|a-Src
P10861906A0999|3 20|delta srb10 mutation
P10861906A0999|85 88|IME1
P10861906A0999|85 88|IME1
P10861906A0999|92 95|IME2
P10861906A0999|92 95|IME2
P10861906A0999|58 78|meiosis-inducing genes
P10861906A1479|83 87|KIN28
P10861906A1479|91 94|CCL1
P10861909A0502|77 84|LEU 2 gene
P10861909A0502|154 185|thiamine-repressible nmt1 promoter
P10861909A0502|121 145|S. pombe ura4+ and his3+ genes
P10862289A0289|86 88|IgG
P10862289A0289|101 110|A60 antigen
P10864496A0401|60 63|TnrA
P10864496A0401|71 91|nrgAB promoter fragment
P10864989A0484|28 31|PAIP
P10865422A0138|16 28|serum ferritin
P10865422A0138|45 46|Hb
P10865422A0138|34 43|hemoglobin
P10865838A0000|0 30|Vascular endothelial growth factor
P10865838A0000|110 133|vascular endothelial cells
P10865838A0000|32 35|VEGF
P10865940A0000|72 87|endothelial cells
P10865940A0000|142 150|NF-kappaB
P10865940A0000|89 90|EC
P10866323A0666|28 32|SIE-1
P10866323A0666|69 72|STAT
P10866323A0666|51 57|p21WAF1
P10866677A1839|43 76|light-adapted mouse retinal cytosolic
P10866689A0295|52 66|reporter plasmid
P10866689A0295|5 7|pRb
P10866689A0295|80 95|tal-1 binding site
P10866886A1277|48 71|morphine-like mu-receptor
P10869076A1384|64 86|ribosome translating tnaC
P10869076A1384|109 123|boxA and rut sites
P10869076A1384|93 95|Rho
P10869465A1054|26 37|antisense RNA
P10869465A1054|188 203|peritubular cells
P10871045A1221|20 26|EBPbeta
P10871045A1221|20 26|EBPbeta
P10871045A1221|20 26|EBPbeta
P10871045A1221|62 83|activated stellate cells
P10871379A0261|6 9|VP16
P10871379A0261|61 63|HCF
P10871412A0369|58 77|transforming ribozyme
P10871412A0369|79 83|Rz007
P10871842A0988|79 105|transcription factor families
P10872473A2286|41 47|XH2 gene
P10872473A2286|93 109|transacting factor
P10872535A0000|24 56|environmental intra-uterine factors
P10872827A0000|0 16|Penicillin acylase
P10872827A0000|52 73|periplasmic heterodimer
P10872827A0000|108 124|65 kDa large subunit
P10872827A0000|40 48|ATCC11105
P10872831A0000|1 23|murine expressed sequence
P10872831A0000|74 77|EPOR
P10872831A0000|51 72|erythropoietin receptor
P10872851A0714|7 9|LCx
P10872851A0714|75 77|AoP
P10873158A0000|80 105|human airway epithelial cells
P10873386A0000|45 53|mouse gene
P10873386A0000|60 68|C2 subunit
P10873387A0816|19 27|human gene
P10873387A0816|81 102|mouse synaptophysin gene
P10873388A0623|7 23|human Rhotekin cDNA
P10874044A0647|26 48|dominant-negative mutant
P10874044A0647|73 76|ERK2
P10874044A0647|85 88|JNK2
P10874044A0647|120 122|pE1
P10874044A0647|78 81|JNK1
P10874044A0647|68 71|ERK1
P10878398A0542|23 25|Epo
P10878398A0542|23 25|Epo
P10878675A1278|14 19|alpha2
P10878944A0000|67 74|DiaMed AG
P10880486A0790|86 88|Ebr
P10880486A0790|101 109|RhoA locus
P10882850A0000|0 14|Endonuclease III
P10882850A0000|40 53|DNA glycosylase
P10885750A0236|51 56|CREB-2
P10887912A0740|7 10|MVBF
P10889399A0243|64 66|MEK
P10890911A0470|17 21|Smad3
P10890911A0470|62 65|LEF1
P10890911A0470|131 149|Xenopus homeobox gene
P10890911A0470|73 79|TGFbeta
P10890911A0470|48 59|HMG box domain
P10891093A0000|168 180|cDNA sequences
P10891093A0000|189 223|putative NHE3 membrane spanning domains
P10891266A0421|0 4|ACE-2
P10891266A0421|9 28|hydrophobic C terminus
P10891286A0000|18 45|myosin light chain kinase family
P10891286A0000|87 91|actin
P10891399A1185|101 123|uncharacterized AP-1 site
P10891399A1185|176 199|cell cycle regulatory genes
P10891399A1185|27 31|c-fos
P10891441A0871|13 36|pTyr317 Shc phosphopeptide
P10891441A0871|63 66|Sos1
P10891441A0871|79 88|p85 subunit
P10891441A0871|123 131|mast cells
P10891441A0871|68 71|SHIP
P10891441A0871|58 61|Grb2
P10893243T0000|30 64|mouse cytosolic chaperonin subunit gene
P10893243T0000|115 167|transcription activating factor family zinc finger proteins
P10893243T0000|70 90|t-complex polypeptide 1
P10894149T0000|6 51|proline-rich nuclear receptor coregulatory protein
P10894149T0000|100 115|nuclear receptors
P10894816A0836|13 27|reporter plasmid
P10894816A0836|122 125|IL-6
P10895417A0669|9 17|EPI-C0401
P10897973T0001|0 11|Antithrombin
P10897973T0001|78 89|antithrombin
P10898795A0527|8 37|class I and II histone deacetylases
P10898795A0527|63 66|BCoR
P10898795A0527|39 43|HDACs
P10898795A0527|63 66|BCoR
P10899128A0661|24 59|eukaryotic transcription factor complex
P10899128A0661|87 101|forkhead protein
P10899128A0661|150 162|mammalian gene
P10899128A0661|75 82|MADS-box
P10899142A0000|95 144|Leu-rich repeats-containing G protein-coupled receptor
P10899142A0000|213 218|DLGR-2
P10899142A0000|232 235|cDNA
P10899142A0000|165 170|DLGR-1
P10900129A0138|58 71|CYP3A sequences
P10900269A0396|91 97|TK genes
P10900269A0396|151 155|2,500
P10903440A0515|26 31|TSGF-2
P10903733A0540|43 58|transfected cells
P10903733A0540|116 120|TRAF2
P10903733A0540|125 144|TRAF3 adaptor proteins
P10903733A0540|69 72|BCMA
P10903837A1208|8 15|RINX gene
P10903837A1208|70 73|VSX1
P10903837A1208|39 54|goldfish Vsx1 gene
P10903843A0447|28 50|distal chromosome 7 places
P10903843A0447|111 128|Tapa1 and Kcnq1 genes
P10903843A0447|65 78|imprinted genes
P10903877A0879|12 14|PKA
P10903877A0879|136 144|ERK kinase
P10903877A0879|61 63|PKC
P10904191A0000|66 70|AMP CT
P10905349A0329|44 69|XPF endonuclease superfamily
P10905349A0609|32 36|Rad54
P10905352A0000|3 15|linear plasmid
P10905352A0000|130 144|terminal protein
P10905352A0000|100 123|helper linear plasmid pGKL2
P10906176A0000|88 98|mouse genome
P10907971A0806|0 11|Atorvastatin
P10907971A0806|36 51|HMG-CoA reductase
P10907971T0000|28 43|HMG-CoA reductase
P10908462A3159|18 20|NRT
P10909973A1508|22 26|GLP-1
P10909973A1508|32 34|CRE
P10910073A0876|10 25|PDGFbetaR fusions
P10910073A0876|116 119|cDNA
P10910439A1196|37 48|acute protein
P10910908A0767|27 30|PI3K
P10910908A0767|91 93|EPO
P10913094A0424|0 15|Nine DNA fragments
P10913094A0424|56 75|histidine-tagged AdpA
P10913172A0442|21 36|NTP-binding motif
P10913172A0442|51 55|Rad24
P10913276A0510|3 37|carboxyl-terminal proline-rich domain
P10913276A0510|77 95|PLC-gamma1 SH3 domain
P10913276A0510|40 43|SOS1
P10913276A0684|56 64|SH3 domain
P10913276A0684|109 112|SOS1
P10913276A0684|67 76|PLC-gamma1
P10913304A0894|11 18|Ets mRNAs
P10913304A0894|39 42|Fli1
P10913304A0894|54 57|SAP1
P10913304A0894|67 69|PE1
P10913304A0894|59 62|Elk1
P10913304A0894|44 52|GABPalpha
P10913304A0894|34 37|Ets2
P10913304A1180|59 70|57 kDa protein
P10913304A1180|128 130|PE1
P10913304A1180|140 155|C-terminal domain
P10913304A1180|107 125|N-terminal Ets domain
P10915728A0216|106 108|IFN
P10915780A1063|0 4|Wnt-1
P10915780A1063|56 61|D1 mRNA
P10915780A1063|50 57|cyclin D1
P10915780A1063|0 4|Wnt-1
P10915780A1063|21 42|mammary epithelial cells
P10918059A0569|13 21|RVH domain
P10918440T0000|38 72|granulocyte colony-stimulating factor
P10918572A0794|0 2|VaI
P10918572A1547|31 39|TGF-alpha
P10918572A1547|31 39|TGF-alpha
P10918572A1547|47 50|ErbB
P10918572A1547|47 51|ErbBs
P10918596A0000|26 38|p53 C-terminus
P10918596A0000|85 101|wild-type molecule
P10918599A0071|23 25|E2F
P10918599A0071|146 147|Rb
P10918612A0000|3 24|transcription factor Jun
P10918612A0000|26 30|c-Jun
P10920186A0528|25 33|stem-loop
P10920186A0528|66 83|chimeric transcript
P10921197A0179|78 81|VO5B
P10925159A1353|7 12|MARTA1
P10925159A1353|108 113|MARTA2
P10925207A0634|12 16|exons
P10925207A0634|114 117|UTRs
P10926776A0731|9 20|PDP1 isoforms
P10928179A0101|69 72|SLNs
P10928337A0590|29 58|recombinant human erythropoietin
P10930526A0174|40 51|PL scramblase
P10930526A0174|60 67|HuPLSCR1
P10931524A0313|32 34|Gtx
P10931927A0655|110 138|Escherichia coli DNA polymerase I
P10931927A0655|145 164|reverse transcriptase
P10931950A0869|7 10|MAPK
P10931950A0869|48 84|phosphorylated recombinant wild-type p27
P10931960A0630|50 86|acidic transcriptional activation domain
P10931960A0630|136 164|herpes simplex viral protein VP16
P10931960A0630|71 86|activation domain
P10932196A0359|14 21|RP2 locus
P10933728A1398|44 47|CBF2
P10933728A1398|95 110|hnRNP protein AUF1
P10933728A1398|163 180|cis-acting sequence
P10933728A1398|59 63|EBNA2
P10933728A1398|191 208|CBF1 binding element
P10933728A1398|44 47|CBF2
P10933728A1398|59 63|EBNA2
P10933732A0000|112 139|cellular transcription factors
P10935488A1033|25 53|endogenous PPARgamma target gene
P10935488A1033|65 101|adipocyte-type fatty acid binding protein
P10935488A1033|103 108|A-FABP
P10935488A1033|56 63|T24 cells
P10935880A1049|35 39|PI-3V
P10935880A1049|46 57|NCP BVDV type 1
P10936051T0000|3 49|RS447 human megasatellite tandem repetitive sequence
P10936051T0000|90 107|functional promoter
P10936051T0000|58 84|novel deubiquitinating enzyme
P10938102A0265|45 47|NS1
P10938102A0265|74 99|cellular translation factors
P10938102A1359|128 136|viral mRNA
P10938102T0000|60 69|NS1 protein
P10938105A0000|13 32|K-SAM alternative exon
P10938105A0000|96 113|U-rich sequence IAS1
P10938105A0000|38 72|fibroblast growth factor receptor 2 gene
P10938109A1361|18 24|PKCbeta
P10938109A1361|67 73|insulin
P10938113A0388|56 59|Vav2
P10938113A0388|56 58|Vav
P10938113A0388|63 66|Vav3
P10938120A1093|27 48|fbp1 promoter constructs
P10938120A1093|69 72|UAS2
P10938120A1093|94 97|MAPK
P10938120A1093|88 90|PKA
P10938120A1093|63 66|UAS1
P10938135A0259|12 15|SMRT
P10938135A0259|118 131|tyrosine kinase
P10938135A0259|176 204|epidermal growth factor receptor
P10938135A0259|36 55|transcription factors
P10938556A0248|41 60|neurons and glial cells
P10940553A0912|91 104|human hPer1 gene
P10940557A1687|21 23|CF1
P10940557A1687|86 100|upstream regions
P10940557A1687|103 118|MIH and MO-IH genes
P10940557A1687|36 71|Complex Z2 transcription factor elements
P10940562T0000|90 96|enzymes
P10940892A0573|20 37|susceptibility loci
P10942587A0981|41 42|Rb
P10942587A0981|140 148|E7 protein
P10942587A0981|211 227|anti-E7 antibodies
P10942587A0981|41 42|Rb
P10942587A0981|76 79|mRNA
P10942599A1298|38 54|Hoxa-1 target genes
P10942599A1298|92 104|Hoxa-1 protein
P10943891A1062|12 13|U6
P10943891A1062|53 62|branch site
P10944466A0451|33 42|WNT-2B gene
P10946303A0000|0 8|TNF-alpha
P10946303A0000|66 70|COX-2
P10946303A0000|100 127|human NCI-H292 epithelial cells
P10946303A0000|49 64|cyclooxygenase-2
P10947840A0762|0 3|Mis3
P10950935A0111|78 115|Escherichia coli P1 artificial chromosomes
P10950935A0111|153 156|YACs
P10950935A0111|117 120|PACs
P10951579A1238|36 42|F9 cells
P10951848A0230|35 69|granulocyte-colony stimulating factor
P10951848A0230|91 99|CD34+ cell
P10954093A0000|25 27|Pat
P10954525A1161|21 24|Tax I
P10954525A1161|80 84|TRE-2
P10954564A1262|42 53|ORF 50 protein
P10954564A1262|42 46|ORF 50
P10954564A1262|57 82|immediate-early gene product
P10954913A0152|18 26|cDNA clone
P10954913A0152|68 83|liver cDNA library
P10954913A0152|46 51|Mx gene
P10955313A0000|0 5|PLUS-3
P10955913A0827|4 8|HIT II
P10955913A0827|32 59|low-molecular-weight heparins
P10955998A1124|25 35|glycosylase
P10955998A1124|78 86|S120K MutY
P10958456A0529|3 8|2 cDNAs
P10958456A0529|45 65|3' untranslated regions
P10958673A0142|81 113|cis-acting ER stress response element
P10958688A0265|64 67|Sls1
P10958698A0485|15 39|essential N-terminal domain
P10958698A0485|58 60|HFD
P10958698A0485|41 43|END
P10959838A0153|32 44|fusion protein
P10959838A0153|65 84|nitrilase superfamily
P10959838A0153|49 51|Nit
P10961046A0342|33 42|fibrinogen
P10961046A0342|66 68|vWF
P10961046A0342|46 64|von Willebrand factor
P10962564A0883|1 26|beta2 RARE reporter construct
P10962564A0883|37 68|methylation-susceptible cytosines
P10963735A0193|171 212|biocompatible polyacrylonitrile membrane AN69
P10964995A2152|55 56|ER
P10964995A2152|141 145|HER-2
P10965135A0735|78 86|oncogenes
P10965135A0735|193 195|MKK
P10965135A0735|177 191|MAP kinase kinase
P10965135A1207|116 118|MKK
P10965135A1207|153 180|transcription factor complexes
P10965830A0305|32 34|PO2
P10965905A1618|17 19|Akt
P10965905A1618|194 202|MAP kinase
P10965905A1618|194 202|MAP kinase
P10965905A1618|284 287|PI3K
P10965905A1618|154 158|IRS-1
P10965905T0000|0 25|Insulin receptor substrate-1
P10965905T0000|69 98|mitogen-activated protein kinase
P10967531A1025|83 92|leucocytes
P10972894A0488|90 104|300-600 colonies
P10972980A0295|9 17|cell lines
P10972980A0295|117 140|heterotrimeric G-proteins
P10972980A0295|143 149|PD98059
P10972980A0295|94 108|protein kinases A
P10972990A0196|3 28|tumor-suppressor protein p53
P10972990A0526|12 14|p53
P10972990A0526|25 26|E6
P10972990A0966|21 30|LOH mutants
P10972990A0966|127 145|chromosome deletions
P10972990A1518|32 41|p53 protein
P10974541A0389|11 25|K562 cDNA library
P10974541A0389|64 68|MZF1C
P10974541A0389|56 60|MZF1B
P10975465A0134|3 21|human cDNA clone NFBD1
P10975465A0134|140 150|BRCT domains
P10975465A0134|156 170|carboxy terminus
P10975465A0134|43 50|KIAA0170
P10980416T0000|86 124|pituitary-specific transcription factor-1
P10980416T0000|142 159|rat BSP gene promoter
P10980416T0000|126 130|Pit-1
P10982391A0425|12 21|NPF repeats
P10982391A0425|99 118|WW domain-binding site
P10982391A0425|124 139|N-terminal domain
P10982391A0425|73 87|proline-rich SH3
P10982825A0363|49 63|Mot3 binding site
P10982825A0363|66 68|OpA
P10983857A0923|20 27|NCX-4016
P10984122A0911|64 66|mU6
P10987280A0604|22 33|matrilysin-2
P10987280A0604|76 89|Zn-binding site
P10987301A0332|60 83|G protein-coupled receptor
P10987301A0332|257 260|VEGF
P10987301A0332|225 255|vascular endothelial growth factor
P10992299A0745|72 75|PI12
P10993787A0369|61 63|PHI
P10995751A0093|66 73|EBP-beta
P10995751A0093|139 179|gamma-IFN-activated transcriptional element
P10995751A0093|112 129|IFN response element
P10997330A0361|39 47|STORP gene
P10997330A0361|99 105|PML gene
P10997904A1258|142 181|interacting response regulator-kinase pairs
P10998679A0500|3 20|psychologic factors
P10999369A0192|67 68|N2
P11000203A0752|69 93|K-Rev-dependent nuclear RNA
P11000250A0200|0 4|LMP-1
P11000250A0200|52 56|TRADD
P11000250A0200|94 97|AP-1
P11000250A0200|131 134|CD40
P11000250A0200|61 72|JAK molecules
P11000250A0200|47 50|TRAF
P11000266T0000|18 25|enhancer
P11000266T0000|55 65|first intron
P11000266T0000|71 91|alpha-fetoprotein gene
P11000266T0000|31 49|alternative promoter
P11000521A0588|84 88|Ret-9
P11000521A0588|191 195|IRS-2
P11000521A0588|282 284|PKB
P11000521A0588|267 280|protein kinase B
P11000521A0588|164 189|insulin receptor substrate-2
P11003471A1149|33 37|ToLCV
P11003641A0811|60 64|TFIIF
P11003641A0811|11 14|Fcp1
P11003641A0811|209 216|promoter
P11003641A0811|109 129|fcp1 tfg1 double mutants
P11003652A0961|23 27|Cdc42
P11003653A0198|12 36|intergenic DNA-binding site
P11003653A0198|61 71|beta-globin
P11003653A0198|169 178|PYR complex
P11003653A0198|56 76|human beta-globin locus
P11003669A0000|12 20|rat gene 33
